product_name,description,manufacturer
Toyrific Shopping Trolley Set,"Product Description The Toyrific Shopping Trolley Play Set encourages children to enjoy 'grown up' pretend play. The 78 pieces of play food for adding realism to role play include fruit and vegetables and even some play milk cartons! Box Contains 1 x Shopping Trolley, 78 x Food Accessories",Toyrific
Homgaty 6PCS Family Member Finger Puppets Toy Play Learn Story Doll Bag Boy Girl Kids Gift,Package includes: 6 x finger puppets,Homgaty
Lovely Soft Baby Wrist Rattle Toy Hands Finder (Bee),"Size Name:Wrist Rattle Toy  |  Colour:Bee Colour: BeeSoft and comfortable wrist rattle with a very cute sheep/bee on the band. The rattle has a velcro attachment which makes it easy to wear and the bright color and fun sounds are great for hand to eye coordination.This rattle is of excellent quality and is suitable from birth+ with a measurement of 17cms.Description:Lovely soft wrist rattle with a soft sheep/bee on the band, the rattle is in the sheep's/bee's head.Encourages the development of hand-eye coordinationTurn babie's wrist movements into rattling funVelcro fastening,easy to on and offMain material: fabric cotton, polyester fiber insideSize: Approx. 17cm X 3cmRecommended Age: 0-6 monthsPackage Includes:1x wrist rattle",TOOGOO(R)
"Manhattan Toy - Chopper Chums Shark Hand Puppet, 20.5cm","Product Description Bring the Ocean indoors with our super-snappy Chopper Chums Shark hand puppet. If you're ready for fun, then let your imagination run wild. Manufacturer's Description Bring the Ocean indoors with our super-snappy Chopper Chums Shark hand puppet. If you're ready for fun, then let your imagination run wild.",Manhattan Toy
Roadbot 1:32 Scale Toyota Supra with Light Effect,Product Description This cool RoadBot figure converts from vehicle to robot mode to tackle any battle situation that gets thrown his way. This easily transformed figure is ideal for beginners aged five and up. Box Contains 1 x RoadBot model1 x Illustrated step-by-step user guide,RoadBot
Model Farm Toy Silage Bales 1:32 Scale by HLT Miniatures FB035,"Realistic-looking silage bales to enhance your miniature farm. Can be used to fill a model shed or trailer. Foam construction, with tape outer, Made in the UK and suitable from 3 years and upwards. Equally suitable for adult farm displays.",HLT Miniatures
Corgi OM41912 Original Omnibus Leyland PD3 'Queen Mary' British Shoe Corporation 1:76 Scale Die Cast Bus,"Product Description One of the largest users of Queen Mary’s as staff buses was the British Shoe Corporation in Leicester. In 1966 the then foreman, an ex Southdown employee, recommended that the company purchase excellently maintained buses which had served his previous employer. Leyland Titan PD2/12 KUF 715 became the company’s first staff bus. From 1972 a start was made to replace the original fleet with Queen Marys. The first to arrive were 852, 853, 854 and 857. By the mid 70s an all Mary fleet was operated and towards the end of the decade a newer fleet of 15 Queen Mary’s replaced the original buses.Every model in The Original Omnibus Company is recreated in 1:76 scale and includes a numbered, Limited Edition certificate. The range includes both modern and classic buses and coaches from some of the best known British manufactures and operators. Box Contains 1 x diecast model1 x numbered certificate",Corgi
Weise Toys Deutz-Fahr AgroStar DX 6.31 (1990 - 1993) Turbo Tractor,"Product Description The aim of Weise brand is to offer our customer selected collector's items in high-quality execution. Keeping in close contact with the collector's whose passion has continued and grown, as they add to their collection and pursue their hobby. We meet this enthusiasm with the same passion and follow our intention making distinctive miniatures. The model construction uses contemporary manufacturing standards, at the same time all selected details in the equipment should add to the character of these distinctive miniatures. It is natural that collector's wishes will follow very personal interests and we will realize only parts of all we are informed by our customers. Technical conditions of the zinc die-casting procedure set limits, so that detailed solutions must be found for the model may be opposed to the original model. The concrete decision for a future model project depends of course on a row of other, practical needs which we have to follow. We will collect all model proposals, and there remains our job to check whether and to what extent we can allow to flow in this onto our strategically planning with. We would like to say many thanks for the numerous tips which we have received during the last years and we will be happy with all feedback in the future. Because we are always interested in the opinion of the farm-model collector Box Contains 1x Deutz-Fahr AgroStar DX 6.31 (1990 - 1993) Turbo Tractor",Weise-Toys
New Dolls House Miniature Accessory Ruby Slippers Shoes,,Town Square Miniatures
Dolls House Miniature 1:12 Scale Resin People Victorian Lady in Hat & Coat,,Town Square Miniatures
Dolls House Miniature 1:12 Scale Shop Nursery Accessory 4 Boys Toy Soldiers,,Town Square Miniatures
Dolls House Miniature 1:12 Scale Resin People Victorian Gentleman in Top Hat,,Town Square Miniatures
Dolls House Miniature 1:12 Scale Nursery Shop Accessory Set of 6 Wooden Toys,,Town Square Miniatures
Dolls House Miniature 1:12th Scale Dolls Toy Pram,Dolls house miniature 1:12th scale dolls toy brown wicker pram with white ribbon trim. Dimensions: 7cm x 6cm x 3cm.,The Dolls House Emporium
Sylvanian Families Village Shoe Shop,"Product Description Includes 9 pairs of fashionable shoes to fit all Sylvanian sizes, also includes a mirror, shoe boxes, polish and a shoe stand. Box Contains 1shoes stand1 sofa1 basket1 mat1 mirror2 shoes boxes6sets shoes for child3sets shoes for baby2 display stands2 creams2 waxs1 brush1 shoehorn",Sylvanian Families
Dolls House Miniature 1:12th Scale Hat Stand,Dolls house miniature 1:12th scale hat stand. Height 40mm : Width 2mm : Depth 2mm.,Carl Schmieder
E-TING Cute Mini Vintage Sewing Machine Furniture Toys For Barbie Dollhouse,"A really cute miniature sewing for barbie size dollhouse ! Beautiful design, excellent quality and exquisite workmanship. Metal treadle, black metal machine with gold detailing, two small drawers on each side of table (drawers do not open). Wire, cloth are stuck at the table. Condition: 100% Brand New Color: As pictures show Size: 1:12 scale 8 x 3.5 x 7.5 cm Material: Wood, Cloth, Metal, Wire Match with:13 cm doll & 1:12 doll house Package Includes:1 x Sewing Machine Note: Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the color tone of the website's photo and the actual item could be slightly different.",E-TING
Papo 60250 Toy Pirate Ship,"Product Description New for 2011 From Papo Is This Fantastic Painted Wooden Pirate Ship! The Well Detailed Ship features opening stern, hold locker and crows nest and includes a pirate and cannon. Create your own stories by collecting other Pirates from the Papo range of figurines ( figurines shown are sold separately). The Papo range comprises all kinds of People, Animals and Creatures, included in the Papo toy range are: Wild Animals, Farm Animals, Horses & Equestrian, Dinosaurs, Fantasy World, Knights, Historical Figures, Pirates, Fairytale Worlds and much more. This Great item is : Papo Pirates - Pirate Ship 60250 Recommnded For Ages 3 Plus Safety Warning Not suitable for children under the age of 3 months",Papo
Plan Toys Pirate Ship,"Product Description This replica wooden pirate ship from PlanToys® is a perfect addition to build up your collection of PlanCity Road and Rail systems. The design and function is based on an actual pirate ship. The vessel has a gangway at the back that can be opened to move cargo into the storage room. This sturdy wooden ship has everything you'd expect of pirates: a sail, crow's nest, a rope ladder, an attached springy walk-the-plank, canons, rowing boat, five crew members (including a captain with an eye patch!), a treasure chest, a wheel to steer, an anchor, ooh and a crocodile!PlanToys® is proving that it is possible to maintain superior quality and safety standards in addition to following a path of environmental and social responsibility. We are committed to maintaining the highest standard of ethics while creating innovative educational toys for every developmental stage of childhood. These toys inspire children's imagination as well as promoting their physical and intellectual development. PlanToys® are made from non-toxic, natural materials such as organic rubberwood. Our toys enable children to play, learn and become closer to nature. Manufacturer's Description Peter Pan lives forever to fight Captain Hook and the pirates! As your child follows Peter Pan and boards our Pirate Ship they will discover a cannon, barrels, an anchor, treasure chests, flags, sails, a small boat, pirate crew, the captain and a raft. The ship has a gangway at the back that can be opened to move cargo into the storage room, which also serves as a jail for prisoners. Pull up the anchor and set sail while commanding the wheel on the main deck and let the adventures begin! 33cm high x 36.5cm wide x 16cm deep See all Product Description",Plan Toys
